provider,instance_id,tool,elapsed_s,status,sdk_exec_calls,file_reads,file_writes,docker_cli_calls,httpx_sends
docker,pylint-dev__pylint-7080,shell,0.252442435,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.187897348,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.166097894,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.485138877,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.491249953,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.488113069,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.476083705,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.24561171,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.175125797,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.177236857,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.813517577,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.625580804,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.244806845,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.182703873,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.180486766,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.209710167,ok,0,1,1,5,0
docker,pylint-dev__pylint-7080,shell,0.82560856,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.176454514,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.491230153,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.169887604,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.549392979,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.215495309,ok,0,1,1,5,0
docker,pylint-dev__pylint-7080,shell,0.549233905,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.183221653,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.17620336,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.170422389,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.254372134,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.214980726,ok,0,1,1,5,0
docker,pylint-dev__pylint-7080,shell,0.553720889,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.171892272,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.761177076,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.546499327,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.628654071,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.244780673,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.177668998,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.184210493,ok,0,1,0,4,0
docker,pylint-dev__pylint-7080,shell,0.985135283,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.252274658,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.179179019,ok,0,0,0,4,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.210232281,ok,0,1,1,5,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.175471826,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.491390451,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.179751534,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.485188903,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.553585282,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.215194095,ok,0,1,1,5,0
docker,pylint-dev__pylint-7080,shell,0.554796687,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.819937299,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.249668654,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,shell,0.239855144,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,shell,0.244055581,ok,0,0,1,6,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.174858845,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.487886148,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.168410363,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.558539223,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.177586067,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.771602078,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.218311585,ok,0,1,1,5,0
docker,pylint-dev__pylint-7080,shell,0.778323932,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.538234557,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.173940135,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.485301487,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.485879088,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.949334608,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,shell,0.887383942,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.171248292,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.496521871,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.170782175,ok,0,0,1,4,0
docker,pylint-dev__pylint-7080,shell,0.483695648,ok,0,0,1,8,0
docker,pylint-dev__pylint-7080,str_replace_editor,0.176776563,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.227241257,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.248985605,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.178599725,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,shell,0.250490095,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.180224525,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.178517226,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.176084576,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.174260836,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,shell,0.241319237,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.171762037,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,shell,0.241040927,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.168663427,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.365728752,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.218857442,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.204785405,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.332145169,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.16770448,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.393086972,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,shell,0.253860299,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.24911363,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.25325127,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.241678722,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.25336418,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.247398552,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.250421562,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.237470333,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,shell,0.249176142,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.167430312,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.339341352,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.204592839,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.320134096,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.161638653,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.334757905,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.176108312,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.179672872,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.161466954,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.243697366,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.167977494,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.334758708,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.20725562,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.328617359,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,shell,0.247341817,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.180783314,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.166362296,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.328930921,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.214948841,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.331379273,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.159345427,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.352024701,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.175894266,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.337547554,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.173865248,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.338992367,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.177774389,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.248181494,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.17472584,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.246224076,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.209152029,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.242464948,ok,0,0,1,6,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.187190981,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.178786793,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.341601275,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.208511572,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.339575087,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,shell,0.365188487,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.190490744,ok,0,1,0,4,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.215598313,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.352731529,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,shell,0.32378513,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,shell,0.450439996,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,shell,4.365744647,ok,0,0,1,10,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.176289906,ok,0,0,1,4,0
docker,pytest-dev__pytest-7521,shell,0.373039592,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.203108135,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.206160076,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.376519963,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,str_replace_editor,0.212222177,ok,0,1,1,5,0
docker,pytest-dev__pytest-7521,shell,0.386082425,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,shell,0.429593374,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,shell,0.351338946,ok,0,0,1,8,0
docker,pytest-dev__pytest-7521,submit,0.00049475,ok,0,0,0,0,0
docker,scikit-learn__scikit-learn-11310,shell,0.234437749,ok,0,0,1,6,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.177432019,ok,0,0,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.17291529,ok,0,0,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.1697836,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,shell,0.24596723,ok,0,0,1,6,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.17132868,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,shell,0.247636399,ok,0,0,1,6,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.173151409,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.17440108,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,shell,0.24836876,ok,0,0,1,6,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.1762363,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.16353084,ok,0,0,1,4,0
docker,scikit-learn__scikit-learn-11310,shell,0.797142052,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.175856141,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,shell,0.2462686,ok,0,0,1,6,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.16936678,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.173292081,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.171174521,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.176555891,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.204822041,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,shell,0.578137704,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.173616112,ok,0,1,0,4,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.209088892,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,shell,0.726463498,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.177835823,ok,0,0,1,4,0
docker,scikit-learn__scikit-learn-11310,shell,0.635613151,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.199974963,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.203973564,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.211825464,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.200543154,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.202022234,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.198772945,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.130921873,ok,0,1,0,3,0
docker,scikit-learn__scikit-learn-11310,shell,0.839525409,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,shell,2.687947815,ok,0,0,1,10,0
docker,scikit-learn__scikit-learn-11310,shell,0.660105188,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,shell,0.628432688,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,shell,0.627892108,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,shell,0.623799928,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.169683606,ok,0,0,1,4,0
docker,scikit-learn__scikit-learn-11310,shell,0.629646401,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.212075738,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,shell,0.654582824,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,shell,0.238056828,ok,0,0,1,6,0
docker,scikit-learn__scikit-learn-11310,shell,0.615770032,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,shell,0.632531134,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.168135177,ok,0,0,1,4,0
docker,scikit-learn__scikit-learn-11310,shell,0.765473972,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,str_replace_editor,0.204676549,ok,0,1,1,5,0
docker,scikit-learn__scikit-learn-11310,shell,0.769200404,ok,0,0,1,8,0
docker,scikit-learn__scikit-learn-11310,submit,0.00049657,ok,0,0,0,0,0
docker,sphinx-doc__sphinx-9367,shell,0.249588019,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,shell,0.25549919,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.178958248,ok,0,1,0,4,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.181579568,ok,0,1,0,4,0
docker,sphinx-doc__sphinx-9367,shell,0.247168009,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.165321376,ok,0,0,1,4,0
docker,sphinx-doc__sphinx-9367,shell,0.242768398,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.216522585,ok,0,1,1,5,0
docker,sphinx-doc__sphinx-9367,shell,0.24692461,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.161595936,ok,0,0,1,4,0
docker,sphinx-doc__sphinx-9367,shell,0.25007013,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.17922053,ok,0,1,0,4,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.172765188,ok,0,1,0,4,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.213743724,ok,0,1,1,5,0
docker,sphinx-doc__sphinx-9367,shell,0.24315887,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,shell,0.580770777,ok,0,0,1,8,0
docker,sphinx-doc__sphinx-9367,shell,0.590796479,ok,0,0,1,8,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.167794209,ok,0,0,1,4,0
docker,sphinx-doc__sphinx-9367,shell,0.250184182,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.169891079,ok,0,0,1,4,0
docker,sphinx-doc__sphinx-9367,shell,0.258852165,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.213701927,ok,0,1,1,5,0
docker,sphinx-doc__sphinx-9367,shell,0.245301902,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,str_replace_editor,0.210618777,ok,0,1,1,5,0
docker,sphinx-doc__sphinx-9367,shell,0.242711512,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,shell,0.252243614,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,shell,0.247104434,ok,0,0,1,6,0
docker,sphinx-doc__sphinx-9367,submit,0.00050745,ok,0,0,0,0,0
docker,sympy__sympy-24213,shell,0.243380433,ok,0,0,1,6,0
docker,sympy__sympy-24213,shell,0.238887963,ok,0,0,1,6,0
docker,sympy__sympy-24213,str_replace_editor,0.177024972,ok,0,1,0,4,0
docker,sympy__sympy-24213,str_replace_editor,0.175068482,ok,0,1,0,4,0
docker,sympy__sympy-24213,str_replace_editor,0.17177982,ok,0,1,0,4,0
docker,sympy__sympy-24213,str_replace_editor,0.176536342,ok,0,1,0,4,0
docker,sympy__sympy-24213,shell,0.247762244,ok,0,0,1,6,0
docker,sympy__sympy-24213,str_replace_editor,0.16738638,ok,0,0,1,4,0
docker,sympy__sympy-24213,shell,1.136582137,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.166604781,ok,0,0,1,4,0
docker,sympy__sympy-24213,shell,0.508362263,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.176293053,ok,0,1,0,4,0
docker,sympy__sympy-24213,str_replace_editor,0.164468921,ok,0,0,1,4,0
docker,sympy__sympy-24213,shell,0.499342313,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.178643404,ok,0,1,0,4,0
docker,sympy__sympy-24213,shell,0.247676797,ok,0,0,1,6,0
docker,sympy__sympy-24213,shell,0.240390495,ok,0,0,1,6,0
docker,sympy__sympy-24213,str_replace_editor,0.178575753,ok,0,1,0,4,0
docker,sympy__sympy-24213,str_replace_editor,0.169925792,ok,0,0,1,4,0
docker,sympy__sympy-24213,shell,0.505979885,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.20656792,ok,0,1,1,5,0
docker,sympy__sympy-24213,shell,0.509900838,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.161522562,ok,0,0,1,4,0
docker,sympy__sympy-24213,shell,0.511214289,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.169530313,ok,0,0,1,4,0
docker,sympy__sympy-24213,shell,0.501998829,ok,0,0,1,8,0
docker,sympy__sympy-24213,shell,0.246693898,ok,0,0,1,6,0
docker,sympy__sympy-24213,shell,0.555051539,ok,0,0,1,8,0
docker,sympy__sympy-24213,shell,0.241616618,ok,0,0,1,6,0
docker,sympy__sympy-24213,shell,0.504104941,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.174397137,ok,0,1,0,4,0
docker,sympy__sympy-24213,shell,0.514278459,ok,0,0,1,8,0
docker,sympy__sympy-24213,shell,0.532517627,ok,0,0,1,8,0
docker,sympy__sympy-24213,shell,0.542386686,ok,0,0,1,8,0
docker,sympy__sympy-24213,shell,0.653157516,ok,0,0,1,8,0
docker,sympy__sympy-24213,shell,0.510742731,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.172548973,ok,0,0,1,4,0
docker,sympy__sympy-24213,shell,0.510966677,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.166071252,ok,0,0,1,4,0
docker,sympy__sympy-24213,shell,0.508565944,ok,0,0,1,8,0
docker,sympy__sympy-24213,str_replace_editor,0.218028929,ok,0,1,1,5,0
docker,sympy__sympy-24213,shell,0.512870492,ok,0,0,1,8,0
docker,sympy__sympy-24213,shell,0.508069899,ok,0,0,1,8,0
docker,sympy__sympy-24213,submit,0.000500129,ok,0,0,0,0,0
e2b,astropy__astropy-13033,shell,1.425983455,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,1.454316756,ok,4,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.241560822,ok,4,0,0,0,0
e2b,astropy__astropy-13033,str_replace_editor,1.169798233,ok,3,1,0,0,1
e2b,astropy__astropy-13033,shell,1.441033212,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,2.992566997,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.845065785,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,2.221061102,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.33437481,ok,3,1,0,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.544339334,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,2.11184077,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.031319931,ok,2,1,1,0,2
e2b,astropy__astropy-13033,shell,1.445420596,ok,4,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.040828935,ok,2,1,1,0,2
e2b,astropy__astropy-13033,shell,1.897634618,ok,4,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.868735127,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,2.098370019,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.87526872,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,1.496167759,ok,4,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.179706183,ok,3,1,0,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.849354481,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,1.462507977,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,1.463019317,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,1.501381934,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,1.476987264,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,1.526788484,ok,4,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.822424591,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,2.062073351,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,1.432466757,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,1.430957057,ok,4,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.140616601,ok,3,1,0,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.031535327,ok,2,1,1,0,2
e2b,astropy__astropy-13033,shell,2.039200344,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,2.057418282,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.819366242,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,1.421521116,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,2.919036072,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,2.132639864,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,2.14668151,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,2.530786347,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,2.144988161,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.823636995,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,2.028981797,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.12874849,ok,3,1,0,0,1
e2b,astropy__astropy-13033,shell,1.465576617,ok,4,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.139694055,ok,3,1,0,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.139897965,ok,3,1,0,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.810215251,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,2.055011729,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.134088724,ok,3,1,0,0,1
e2b,astropy__astropy-13033,shell,1.487564768,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,2.046409408,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.817231095,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,2.013487555,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,0.821026767,ok,2,0,1,0,1
e2b,astropy__astropy-13033,shell,2.051605572,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.131151138,ok,3,1,0,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.034694766,ok,2,1,1,0,2
e2b,astropy__astropy-13033,shell,2.056276348,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,2.084219157,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,2.065284064,ok,6,0,1,0,1
e2b,astropy__astropy-13033,shell,2.035934167,ok,6,0,1,0,1
e2b,astropy__astropy-13033,str_replace_editor,1.055412034,ok,2,1,1,0,2
e2b,astropy__astropy-13033,shell,1.445936044,ok,4,0,1,0,1
e2b,astropy__astropy-13033,shell,2.128687454,ok,6,0,1,0,1
